id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source
CPI-003682,P28482,Q08499,MK01_HUMAN,PDE4D_HUMAN,"Adhesome,OmniPath,Signor","PMID: 10022832,PMID: 10828059,PMID: 16973330,PMID: 9915826"
CPI-003683,P56975,P28482,NRG3_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003684,P28482,P56975,MK01_HUMAN,NRG3_HUMAN,"OmniPath,Wang",
CPI-003685,P01270,P28482,PTHY_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003686,P28482,P01270,MK01_HUMAN,PTHY_HUMAN,"OmniPath,Wang",
CPI-003687,P28482,Q92913,MK01_HUMAN,FGF13_HUMAN,"OmniPath,Wang",PMID: 
CPI-003688,Q92913,P28482,FGF13_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003689,O95136,P28482,S1PR2_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003690,P28482,O95136,MK01_HUMAN,S1PR2_HUMAN,"OmniPath,Wang",
CPI-003691,P28482,Q92915,MK01_HUMAN,FGF14_HUMAN,"OmniPath,Wang",
CPI-003692,Q92915,P28482,FGF14_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003693,P28482,P29459,MK01_HUMAN,IL12A_HUMAN,"KEGG,OmniPath",
CPI-003694,P28482,Q08493,MK01_HUMAN,PDE4C_HUMAN,"OmniPath,Signor",PMID: 11030732
CPI-003695,P28482,Q9GZV9,MK01_HUMAN,FGF23_HUMAN,"OmniPath,Wang",PMID: 
CPI-003696,Q9GZV9,P28482,FGF23_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003697,P28482,O00300,MK01_HUMAN,TR11B_HUMAN,"OmniPath,Wang",
CPI-003698,Q12913,P28482,PTPRJ_HUMAN,MK01_HUMAN,"OmniPath,Signor","PMID: 12771128,PMID: 19494114"
CPI-003699,P28482,P33076,MK01_HUMAN,C2TA_HUMAN,"OmniPath,Signor","PMID: 15210796,PMID: 18245089"
CPI-003700,P28482,Q92914,MK01_HUMAN,FGF11_HUMAN,"OmniPath,Wang",
CPI-003701,Q92914,P28482,FGF11_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003702,P28482,Q15256,MK01_HUMAN,PTPRR_HUMAN,"OmniPath,Wang",PMID: 
CPI-003703,Q15256,P28482,PTPRR_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003704,P43026,P28482,GDF5_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003705,P28482,P12034,MK01_HUMAN,FGF5_HUMAN,"OmniPath,Wang",
CPI-003706,P21453,P28482,S1PR1_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003707,P28482,P21453,MK01_HUMAN,S1PR1_HUMAN,"OmniPath,Wang",
CPI-003708,P13725,P28482,ONCM_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003709,P28482,P29279,MK01_HUMAN,CTGF_HUMAN,"OmniPath,Wang",PMID: 
CPI-003710,P29279,P28482,CTGF_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003711,P22455,P28482,FGFR4_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003712,P28482,P22455,MK01_HUMAN,FGFR4_HUMAN,"OmniPath,Wang",PMID: 
CPI-003713,P28482,Q9NP95,MK01_HUMAN,FGF20_HUMAN,"OmniPath,Wang",
CPI-003714,Q9NP95,P28482,FGF20_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003715,Q9H4A3,P28482,WNK1_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003716,P28482,Q9H4A3,MK01_HUMAN,WNK1_HUMAN,"OmniPath,Wang",
CPI-003717,P00749,P28482,UROK_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003718,P28482,P00749,MK01_HUMAN,UROK_HUMAN,"KEGG,OmniPath,Wang",PMID: 
CPI-003719,P05106,P28482,ITB3_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003720,P28482,P05106,MK01_HUMAN,ITB3_HUMAN,"OmniPath,Wang",
CPI-003721,O95750,P28482,FGF19_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003722,P28482,O95750,MK01_HUMAN,FGF19_HUMAN,"OmniPath,Wang",
CPI-003723,P23510,P28482,TNFL4_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003724,P28482,P23510,MK01_HUMAN,TNFL4_HUMAN,"OmniPath,Wang",
CPI-003725,P28482,P04054,MK01_HUMAN,PA21B_HUMAN,"OmniPath,Wang",PMID: 
CPI-003726,P28482,P07101,MK01_HUMAN,TY3H_HUMAN,"OmniPath,Signor,Wang",PMID: 7901013
CPI-003727,P28482,Q9HD43,MK01_HUMAN,PTPRH_HUMAN,"Adhesome,KEGG,OmniPath",PMID: 11278335
CPI-003728,P28482,P18084,MK01_HUMAN,ITB5_HUMAN,"OmniPath,Wang",
CPI-003729,P40225,P28482,TPO_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003730,O75365,P28482,TP4A3_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003731,P28482,O75365,MK01_HUMAN,TP4A3_HUMAN,"OmniPath,Wang",
CPI-003732,P28482,Q9NSA1,MK01_HUMAN,FGF21_HUMAN,"OmniPath,Wang",
CPI-003733,Q9NSA1,P28482,FGF21_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003734,P04275,P28482,VWF_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003735,P28482,P04275,MK01_HUMAN,VWF_HUMAN,"OmniPath,Wang",
CPI-003736,P28482,P26012,MK01_HUMAN,ITB8_HUMAN,"OmniPath,Wang",
CPI-003737,P28482,P26010,MK01_HUMAN,ITB7_HUMAN,"OmniPath,Wang",
CPI-003738,P28482,Q8TDY4,MK01_HUMAN,ASAP3_HUMAN,"OmniPath,Wang",PMID: 
CPI-003739,P06756,P28482,ITAV_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003740,P28482,P06756,MK01_HUMAN,ITAV_HUMAN,"OmniPath,Wang",
CPI-003741,P28482,O96009,MK01_HUMAN,NAPSA_HUMAN,"KEGG,OmniPath",
CPI-003742,P28482,P31994,MK01_HUMAN,FCG2B_HUMAN,"OmniPath,Wang",
CPI-003743,P28482,O60733,MK01_HUMAN,PLPL9_HUMAN,"OmniPath,Wang",PMID: 
CPI-003744,O95977,P28482,S1PR4_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003745,P28482,O95977,MK01_HUMAN,S1PR4_HUMAN,"OmniPath,Wang",
CPI-003746,P19256,P28482,LFA3_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003747,P28482,P19256,MK01_HUMAN,LFA3_HUMAN,"OmniPath,Wang",
CPI-003748,P28482,O43623,MK01_HUMAN,SNAI2_HUMAN,"KEGG,OmniPath",
CPI-003749,P04070,P28482,PROC_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003750,P28482,P04070,MK01_HUMAN,PROC_HUMAN,"OmniPath,Wang",
CPI-003751,P28482,Q5JRX3,MK01_HUMAN,PREP_HUMAN,"KEGG,OmniPath",
CPI-003752,P02760,P28482,AMBP_HUMAN,MK01_HUMAN,"KEGG,OmniPath",
CPI-003753,P28482,P02760,MK01_HUMAN,AMBP_HUMAN,"KEGG,OmniPath",
CPI-003754,P28482,P0C869,MK01_HUMAN,PA24B_HUMAN,"KEGG,OmniPath,Wang",PMID: 
CPI-003755,P00750,P28482,TPA_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003756,P28482,P00750,MK01_HUMAN,TPA_HUMAN,"OmniPath,Wang",
CPI-003757,P28482,Q9UKL4,MK01_HUMAN,CXD2_HUMAN,"OmniPath,Wang",
CPI-003758,P28482,Q9UNK4,MK01_HUMAN,PA2GD_HUMAN,"OmniPath,Wang",PMID: 
CPI-003759,P28482,Q9BX93,MK01_HUMAN,PG12B_HUMAN,"OmniPath,Wang",PMID: 
CPI-003760,Q99572,P28482,P2RX7_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003761,P28482,Q99572,MK01_HUMAN,P2RX7_HUMAN,"OmniPath,Wang",
CPI-003762,P55774,P28482,CCL18_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003763,P28482,P55774,MK01_HUMAN,CCL18_HUMAN,"OmniPath,Wang",
CPI-003764,P28482,Q9NZK7,MK01_HUMAN,PA2GE_HUMAN,"OmniPath,Wang",PMID: 
CPI-003765,P28482,P39877,MK01_HUMAN,PA2G5_HUMAN,"OmniPath,Wang",PMID: 
CPI-003766,P22003,P28482,BMP5_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003767,P28482,P22003,MK01_HUMAN,BMP5_HUMAN,"OmniPath,Wang",
CPI-003768,P28482,O60760,MK01_HUMAN,HPGDS_HUMAN,"OmniPath,Wang",PMID: 
CPI-003769,P28482,Q9NZ20,MK01_HUMAN,PA2G3_HUMAN,"OmniPath,Wang",PMID: 
CPI-003770,P11684,P28482,UTER_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003771,P28482,P11684,MK01_HUMAN,UTER_HUMAN,"OmniPath,Wang",
CPI-003772,P28482,Q9BZM1,MK01_HUMAN,PG12A_HUMAN,"OmniPath,Wang",PMID: 
CPI-003773,P28482,Q9BZM2,MK01_HUMAN,PA2GF_HUMAN,"OmniPath,Wang",PMID: 
CPI-003774,P28482,P14555,MK01_HUMAN,PA2GA_HUMAN,"OmniPath,Wang",PMID: 
CPI-003775,P28482,O15496,MK01_HUMAN,PA2GX_HUMAN,"OmniPath,Wang",PMID: 
CPI-003776,P28482,Q5R387,MK01_HUMAN,PA2GC_HUMAN,"OmniPath,Wang",PMID: 
CPI-003777,P35613,P28482,BASI_HUMAN,MK01_HUMAN,"OmniPath,Wang",
CPI-003778,P28482,P35613,MK01_HUMAN,BASI_HUMAN,"OmniPath,Wang",
CPI-003779,P05783,P62993,K1C18_HUMAN,GRB2_HUMAN,"OmniPath,Wang",
CPI-003780,P05783,Q06124,K1C18_HUMAN,PTN11_HUMAN,"OmniPath,Wang",
CPI-003781,P05783,P51692,K1C18_HUMAN,STA5B_HUMAN,"OmniPath,Wang",
CPI-003782,P42574,P05783,CASP3_HUMAN,K1C18_HUMAN,"OmniPath,Wang",
CPI-003783,P05783,P42574,K1C18_HUMAN,CASP3_HUMAN,"OmniPath,Wang",
CPI-003784,P05783,P29350,K1C18_HUMAN,PTN6_HUMAN,"OmniPath,Wang",
CPI-003785,P05783,P42338,K1C18_HUMAN,PK3CB_HUMAN,"OmniPath,Wang",
CPI-003786,P29353,P42336,SHC1_HUMAN,PK3CA_HUMAN,"CA1,OmniPath,Wang",PMID: 7537361
CPI-003787,P42336,P29353,PK3CA_HUMAN,SHC1_HUMAN,"Adhesome,OmniPath,Wang",PMID: 7537361
CPI-003788,P01112,P42336,RASH_HUMAN,PK3CA_HUMAN,"Adhesome,KEGG,OmniPath,SignaLink3,Signor,Wang","PMID: 10592173,PMID: 10783161,PMID: 14724584,PMID: 17540175,PMID: 24412244,PMID: 8052307,PMID: 8665852,PMID: 9113989,PMID: 9150145,PMID: 9931431"
CPI-003789,P42336,P01112,PK3CA_HUMAN,RASH_HUMAN,"Adhesome,KEGG,OmniPath,Wang","PMID: 10592173,PMID: 10783161,PMID: 14724584,PMID: 17540175,PMID: 24412244,PMID: 8665852,PMID: 9113989,PMID: 9150145,PMID: 9931431"
CPI-003790,P07949,P42336,RET_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003791,P42336,P07949,PK3CA_HUMAN,RET_HUMAN,"OmniPath,Wang",
CPI-003792,P42336,P56945,PK3CA_HUMAN,BCAR1_HUMAN,"Adhesome,OmniPath,Wang","PMID: ,PMID: 10799562"
CPI-003793,P56945,P42336,BCAR1_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003794,P42336,Q07889,PK3CA_HUMAN,SOS1_HUMAN,"OmniPath,Wang",PMID: 
CPI-003795,Q07889,P42336,SOS1_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003796,P06213,P42336,INSR_HUMAN,PK3CA_HUMAN,"KEGG,OmniPath,Wang",
CPI-003797,P42336,P06213,PK3CA_HUMAN,INSR_HUMAN,"Adhesome,KEGG,OmniPath,Wang","PMID: 8385099,PMID: 8567177"
CPI-003798,P05112,P42336,IL4_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003799,P42336,P05112,PK3CA_HUMAN,IL4_HUMAN,"OmniPath,Wang",
CPI-003800,P02751,P42336,FINC_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003801,P42336,P02751,PK3CA_HUMAN,FINC_HUMAN,"OmniPath,Wang",
CPI-003802,P24394,P42336,IL4RA_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003803,P42336,P24394,PK3CA_HUMAN,IL4RA_HUMAN,"OmniPath,Wang",
CPI-003804,P42336,P29317,PK3CA_HUMAN,EPHA2_HUMAN,"OmniPath,Wang",
CPI-003805,P35568,P42336,IRS1_HUMAN,PK3CA_HUMAN,"Adhesome,CA1,KEGG,OmniPath,SignaLink3,Signor,Wang","PMID: 10592173,PMID: 11160134,PMID: 11313948,PMID: 1380456,PMID: 1381348,PMID: 16150444,PMID: 16354680,PMID: 20966354,PMID: 23643389,PMID: 9374521,PMID: 9624169"
CPI-003806,P42336,P35568,PK3CA_HUMAN,IRS1_HUMAN,"Adhesome,KEGG,OmniPath,SignaLink3,Wang","PMID: 10592173,PMID: 11160134,PMID: 11313948,PMID: 1380456,PMID: 1381348,PMID: 16150444,PMID: 16354680,PMID: 20966354,PMID: 23643389,PMID: 9374521,PMID: 9624169"
CPI-003807,P42081,P42336,CD86_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003808,P42336,P42081,PK3CA_HUMAN,CD86_HUMAN,"OmniPath,Wang",
CPI-003809,P42336,P40763,PK3CA_HUMAN,STAT3_HUMAN,"OmniPath,Wang",PMID: 
CPI-003810,P01137,P42336,TGFB1_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003811,P42336,P01137,PK3CA_HUMAN,TGFB1_HUMAN,"OmniPath,Wang",
CPI-003812,P42336,P15311,PK3CA_HUMAN,EZRI_HUMAN,"Adhesome,OmniPath,Wang",PMID: 10377409
CPI-003813,P19174,P42336,PLCG1_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003814,P42336,P19174,PK3CA_HUMAN,PLCG1_HUMAN,"KEGG,OmniPath,Wang",PMID: 
CPI-003815,P42336,Q13393,PK3CA_HUMAN,PLD1_HUMAN,"KEGG,OmniPath",PMID: 
CPI-003816,P42336,P52333,PK3CA_HUMAN,JAK3_HUMAN,"OmniPath,Wang",
CPI-003817,P40189,P42336,IL6RB_HUMAN,PK3CA_HUMAN,"KEGG,OmniPath",
CPI-003818,P42336,P40189,PK3CA_HUMAN,IL6RB_HUMAN,"KEGG,OmniPath",
CPI-003819,P42336,P49023,PK3CA_HUMAN,PAXI_HUMAN,"OmniPath,Wang",PMID: 
CPI-003820,P49023,P42336,PAXI_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003821,P11215,P42336,ITAM_HUMAN,PK3CA_HUMAN,"KEGG,OmniPath",
CPI-003822,P42336,P11215,PK3CA_HUMAN,ITAM_HUMAN,"KEGG,OmniPath",
CPI-003823,P42336,P62993,PK3CA_HUMAN,GRB2_HUMAN,"Adhesome,OmniPath,Wang","PMID: 19380743,PMID: 7759531"
CPI-003824,P35968,P42336,VGFR2_HUMAN,PK3CA_HUMAN,"KEGG,OmniPath,Wang",
CPI-003825,P42336,P35968,PK3CA_HUMAN,VGFR2_HUMAN,"KEGG,OmniPath,Wang",
CPI-003826,P15692,P42336,VEGFA_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003827,P42336,P15692,PK3CA_HUMAN,VEGFA_HUMAN,"OmniPath,Wang",
CPI-003828,P35222,P42336,CTNB1_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003829,P42336,P35222,PK3CA_HUMAN,CTNB1_HUMAN,"OmniPath,Wang",
CPI-003830,O60716,P42336,CTND1_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003831,P42336,O60716,PK3CA_HUMAN,CTND1_HUMAN,"OmniPath,Wang",
CPI-003832,P42336,P45983,PK3CA_HUMAN,MK08_HUMAN,"OmniPath,Wang",PMID: 
CPI-003833,P42336,Q06124,PK3CA_HUMAN,PTN11_HUMAN,"Adhesome,KEGG,OmniPath,Wang","PMID: 10386953,PMID: 7522233"
CPI-003834,Q06124,P42336,PTN11_HUMAN,PK3CA_HUMAN,"Adhesome,CA1,OmniPath,Wang","PMID: 10386953,PMID: 7522233"
CPI-003835,P42336,P01584,PK3CA_HUMAN,IL1B_HUMAN,"OmniPath,Wang",
CPI-003836,P27986,P42336,P85A_HUMAN,PK3CA_HUMAN,"OmniPath,SignaLink3,Wang","PMID: ,PMID: 12147247"
CPI-003837,P42336,P27986,PK3CA_HUMAN,P85A_HUMAN,"OmniPath,SignaLink3,Wang",PMID: 12147247
CPI-003838,P29323,P42336,EPHB2_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003839,P42336,P29323,PK3CA_HUMAN,EPHB2_HUMAN,"OmniPath,Wang",
CPI-003840,P05556,P42336,ITB1_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003841,P42336,P05556,PK3CA_HUMAN,ITB1_HUMAN,"OmniPath,Wang",
CPI-003842,P29965,P42336,CD40L_HUMAN,PK3CA_HUMAN,"KEGG,OmniPath",
CPI-003843,P42336,P29965,PK3CA_HUMAN,CD40L_HUMAN,"KEGG,OmniPath,Wang",
CPI-003844,P05019,P42336,IGF1_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003845,P42336,P05019,PK3CA_HUMAN,IGF1_HUMAN,"OmniPath,Wang",
CPI-003846,Q9Y490,P42336,TLN1_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003847,P42336,Q9Y490,PK3CA_HUMAN,TLN1_HUMAN,"OmniPath,Wang",
CPI-003848,P01579,P42336,IFNG_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003849,P42336,P01579,PK3CA_HUMAN,IFNG_HUMAN,"OmniPath,Wang",
CPI-003850,P02452,P42336,CO1A1_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003851,P42336,P02452,PK3CA_HUMAN,CO1A1_HUMAN,"OmniPath,Wang",
CPI-003852,P42336,Q05655,PK3CA_HUMAN,KPCD_HUMAN,"KEGG,OmniPath,Wang",PMID: 
CPI-003853,P42336,Q05513,PK3CA_HUMAN,KPCZ_HUMAN,"KEGG,OmniPath,Wang",PMID: 
CPI-003854,P42336,P60953,PK3CA_HUMAN,CDC42_HUMAN,"KEGG,OmniPath,Wang",PMID: 
CPI-003855,P60953,P42336,CDC42_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003856,P48061,P42336,SDF1_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003857,P42336,P48061,PK3CA_HUMAN,SDF1_HUMAN,"OmniPath,Wang",
CPI-003858,P42336,P42574,PK3CA_HUMAN,CASP3_HUMAN,"KEGG,OmniPath",PMID: 
CPI-003859,P42336,Q04206,PK3CA_HUMAN,TF65_HUMAN,"OmniPath,Wang",PMID: 
CPI-003860,P16144,P42336,ITB4_HUMAN,PK3CA_HUMAN,"OmniPath,Signor,Wang",PMID: 9428518
CPI-003861,P42336,P16144,PK3CA_HUMAN,ITB4_HUMAN,"OmniPath,Wang",
CPI-003862,P22301,P42336,IL10_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003863,P42336,P22301,PK3CA_HUMAN,IL10_HUMAN,"OmniPath,Wang",
CPI-003864,P46109,P42336,CRKL_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003865,P42336,P46109,PK3CA_HUMAN,CRKL_HUMAN,"OmniPath,Wang",
CPI-003866,P19022,P42336,CADH2_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003867,P42336,P19022,PK3CA_HUMAN,CADH2_HUMAN,"OmniPath,Wang",
CPI-003868,P42336,P15153,PK3CA_HUMAN,RAC2_HUMAN,"OmniPath,Wang",PMID: 
CPI-003869,P42336,P46108,PK3CA_HUMAN,CRK_HUMAN,"Adhesome,OmniPath,Wang","PMID: ,PMID: 19380743"
CPI-003870,P46108,P42336,CRK_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003871,P42336,Q9Y4K3,PK3CA_HUMAN,TRAF6_HUMAN,"OmniPath,Wang",
CPI-003872,P22681,P42336,CBL_HUMAN,PK3CA_HUMAN,"Adhesome,OmniPath,Wang","PMID: ,PMID: 19380743,PMID: 7629144,PMID: 8621719,PMID: 8641358,PMID: 9119889"
CPI-003873,P42336,P22681,PK3CA_HUMAN,CBL_HUMAN,"Adhesome,OmniPath,Wang","PMID: 19380743,PMID: 7629144,PMID: 8621719,PMID: 8641358,PMID: 9119889"
CPI-003874,P42336,Q16539,PK3CA_HUMAN,MK14_HUMAN,"OmniPath,Wang",PMID: 
CPI-003875,P01375,P42336,TNFA_HUMAN,PK3CA_HUMAN,"OmniPath,SignaLink3",PMID: 10485710
CPI-003876,P42336,Q13009,PK3CA_HUMAN,TIAM1_HUMAN,"OmniPath,Wang",
CPI-003877,P42771,P42336,CDN2A_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003878,P42336,P42771,PK3CA_HUMAN,CDN2A_HUMAN,"OmniPath,Wang",
CPI-003879,P07384,P42336,CAN1_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003880,P42336,P07384,PK3CA_HUMAN,CAN1_HUMAN,"OmniPath,Wang",
CPI-003881,P42336,Q05397,PK3CA_HUMAN,FAK1_HUMAN,"Adhesome,KEGG,OmniPath,Wang","PMID: 10592173,PMID: 11119718,PMID: 7537275"
CPI-003882,Q05397,P42336,FAK1_HUMAN,PK3CA_HUMAN,"Adhesome,KEGG,OmniPath,Wang","PMID: 10592173,PMID: 11119718,PMID: 7537275"
CPI-003883,P10747,P42336,CD28_HUMAN,PK3CA_HUMAN,"KEGG,OmniPath,Wang",
CPI-003884,P42336,P10747,PK3CA_HUMAN,CD28_HUMAN,"KEGG,OmniPath,Wang",
CPI-003885,P29350,P42336,PTN6_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003886,P42336,P29350,PK3CA_HUMAN,PTN6_HUMAN,"OmniPath,Wang",
CPI-003887,P42336,P31749,PK3CA_HUMAN,AKT1_HUMAN,"OmniPath,SignaLink3,Signor,Wang","PMID: 12167717,PMID: 19573809"
CPI-003888,P33681,P42336,CD80_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003889,P42336,P33681,PK3CA_HUMAN,CD80_HUMAN,"OmniPath,Wang",
CPI-003890,P42336,Q13480,PK3CA_HUMAN,GAB1_HUMAN,"Adhesome,KEGG,OmniPath,Wang","PMID: 10194437,PMID: 10592173,PMID: 11278704,PMID: 8596638"
CPI-003891,Q13480,P42336,GAB1_HUMAN,PK3CA_HUMAN,"Adhesome,CA1,KEGG,OmniPath,Signor","PMID: 10194437,PMID: 10592173,PMID: 11043767,PMID: 11278704,PMID: 8596638"
CPI-003892,P16871,P42336,IL7RA_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003893,P42336,P16871,PK3CA_HUMAN,IL7RA_HUMAN,"OmniPath,Wang",
CPI-003894,P04626,P42336,ERBB2_HUMAN,PK3CA_HUMAN,"CA1,KEGG,OmniPath,Wang",PMID: 8026468
CPI-003895,P42336,P04626,PK3CA_HUMAN,ERBB2_HUMAN,"KEGG,OmniPath,Wang",
CPI-003896,P42336,Q13164,PK3CA_HUMAN,MK07_HUMAN,"OmniPath,Wang",PMID: 
CPI-003897,P42336,P60763,PK3CA_HUMAN,RAC3_HUMAN,"OmniPath,Wang",PMID: 
CPI-003898,O15530,P42336,PDPK1_HUMAN,PK3CA_HUMAN,"Adhesome,OmniPath",PMID: 10592173
CPI-003899,P42336,O15530,PK3CA_HUMAN,PDPK1_HUMAN,"Adhesome,KEGG,OmniPath,Wang",PMID: 10592173
CPI-003900,P42336,Q8IZP0,PK3CA_HUMAN,ABI1_HUMAN,"OmniPath,Wang",PMID: 
CPI-003901,O60674,P42336,JAK2_HUMAN,PK3CA_HUMAN,"KEGG,OmniPath,Wang",
CPI-003902,P42336,O60674,PK3CA_HUMAN,JAK2_HUMAN,"KEGG,OmniPath,Wang",
CPI-003903,Q08043,P42336,ACTN3_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003904,P42336,Q08043,PK3CA_HUMAN,ACTN3_HUMAN,"OmniPath,Wang",
CPI-003905,Q02297,P42336,NRG1_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003906,P42336,Q02297,PK3CA_HUMAN,NRG1_HUMAN,"OmniPath,Wang",
CPI-003907,P42336,Q8TCU6,PK3CA_HUMAN,PREX1_HUMAN,"KEGG,OmniPath,Wang",PMID: 
CPI-003908,P15498,P42336,VAV_HUMAN,PK3CA_HUMAN,"Adhesome,OmniPath,Wang","PMID: 11094073,PMID: 9891995"
CPI-003909,P42336,P15498,PK3CA_HUMAN,VAV_HUMAN,"Adhesome,OmniPath,Wang","PMID: 11094073,PMID: 9891995"
CPI-003910,P42336,P42338,PK3CA_HUMAN,PK3CB_HUMAN,"OmniPath,Wang",
CPI-003911,P42701,P42336,I12R1_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003912,P42336,P42701,PK3CA_HUMAN,I12R1_HUMAN,"OmniPath,Wang",
CPI-003913,P42336,P19320,PK3CA_HUMAN,VCAM1_HUMAN,"KEGG,OmniPath",
CPI-003914,P42336,Q13418,PK3CA_HUMAN,ILK_HUMAN,"KEGG,OmniPath,Wang",PMID: 
CPI-003915,P42336,P01589,PK3CA_HUMAN,IL2RA_HUMAN,"OmniPath,Wang",
CPI-003916,P07942,P42336,LAMB1_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003917,P42336,P07942,PK3CA_HUMAN,LAMB1_HUMAN,"OmniPath,Wang",
CPI-003918,P12814,P42336,ACTN1_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003919,P42336,P12814,PK3CA_HUMAN,ACTN1_HUMAN,"OmniPath,Wang",
CPI-003920,P16234,P42336,PGFRA_HUMAN,PK3CA_HUMAN,"KEGG,OmniPath,Wang",
CPI-003921,P42336,P16234,PK3CA_HUMAN,PGFRA_HUMAN,"KEGG,OmniPath,Wang",
CPI-003922,P42336,P60568,PK3CA_HUMAN,IL2_HUMAN,"OmniPath,Wang",
CPI-003923,P42336,P52735,PK3CA_HUMAN,VAV2_HUMAN,"OmniPath,Wang",PMID: 
CPI-003924,P52735,P42336,VAV2_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003925,P42336,P08514,PK3CA_HUMAN,ITA2B_HUMAN,"KEGG,OmniPath",PMID: 
CPI-003926,Q15942,P42336,ZYX_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",
CPI-003927,P42336,Q15942,PK3CA_HUMAN,ZYX_HUMAN,"OmniPath,Wang",
CPI-003928,Q15109,P42336,RAGE_HUMAN,PK3CA_HUMAN,"KEGG,OmniPath",
CPI-003929,P42336,Q15109,PK3CA_HUMAN,RAGE_HUMAN,"KEGG,OmniPath",
