gene_name,uniprot,hgnc_symbol,ensembl
ADGRL1,O94910,ADGRL1,ENSG00000072071
LDLR,P01130,LDLR,ENSG00000130164
HLA-B,P30490,HLA-B,ENSG00000232126
BYSL,Q13895,BYSL,ENSG00000112578
VEGFB,P49765,VEGFB,ENSG00000173511
ALPP,P05187,ALPP,ENSG00000163283
TNFSF13B,Q9Y275,TNFSF13B,ENSG00000102524
BSG,P35613,BSG,ENSG00000172270
KCNQ2,O43526,KCNQ2,ENSG00000075043
GNRH2,O43555,GNRH2,ENSG00000125787
CXCL10,P02778,CXCL10,ENSG00000169245
GPR160,Q9UJ42,GPR160,ENSG00000173890
ITGB1BP1,O14713,ITGB1BP1,ENSG00000119185
GPR42,O15529,GPR42,ENSG00000126251
CORO1B,Q9BR76,CORO1B,ENSG00000172725
CGB8,P0DN86,CGB8,ENSG00000104827
KRIT1,O00522,KRIT1,ENSG00000001631
MUC20,Q8N307,MUC20,ENSG00000278114
PDCD6IP,Q8WUM4,PDCD6IP,ENSG00000170248
CLDN10,P78369,CLDN10,ENSG00000134873
IL3,P08700,IL3,ENSG00000164399
WHAMM,Q8TF30,WHAMM,ENSG00000156232
OSMR,Q99650,OSMR,ENSG00000145623
TNFRSF13B,O14836,TNFRSF13B,ENSG00000240505
BCL2L11,O43521,BCL2L11,ENSG00000153094
ARHGEF6,Q15052,ARHGEF6,ENSG00000129675
COL5A3,P25940,COL5A3,ENSG00000080573
JAM2,P57087,JAM2,ENSG00000154721
CSNK2B,P67870,CSNK2B,ENSG00000224398
SOST,Q9BQB4,SOST,ENSG00000167941
CNTN1,Q12860,CNTN1,ENSG00000018236
KIR2DS1,Q14954,KIR2DS1,ENSG00000273517
JAM3,Q9BX67,JAM3,ENSG00000166086
HLA-C,Q07000,HLA-C,ENSG00000206452
KIR2DS5,Q14953,KIR2DS5,ENSG00000277650
CCL16,O15467,CCL16,ENSG00000275095
ANGPT2,O15123,ANGPT2,ENSG00000091879
THOP1,P52888,THOP1,ENSG00000172009
IL25,Q9H293,IL25,ENSG00000166090
IGHE,P01854,IGHE,ENSG00000276192
SLC8A1,P32418,SLC8A1,ENSG00000183023
LPCAT1,Q8NF37,LPCAT1,ENSG00000153395
WNT3,P56703,WNT3,ENSG00000108379
ADRA2A,P08913,ADRA2A,ENSG00000150594
HLA-DRB1,P20039,HLA-DRB1,ENSG00000206306
SFTPD,P35247,SFTPD,ENSG00000133661
KIR2DL4,Q99706,KIR2DL4,ENSG00000275699
KIR2DS1,Q14954,KIR2DS1,ENSG00000284560
SDCBP,O00560,SDCBP,ENSG00000137575
KIR2DL4,Q99706,KIR2DL4,ENSG00000277964
TSPAN12,O95859,TSPAN12,ENSG00000106025
CIB1,Q99828,CIB1,ENSG00000185043
PABPC1,P11940,PABPC1,ENSG00000070756
IFNA17,P01571,IFNA17,ENSG00000234829
GDF7,Q7Z4P5,GDF7,ENSG00000143869
APOC3,P02656,APOC3,ENSG00000110245
FGR,P09769,FGR,ENSG00000000938
HLA-DRB1,Q95IE3,HLA-DRB1,ENSG00000206306
ANGPTL5,Q86XS5,ANGPTL5,ENSG00000187151
CD2AP,Q9Y5K6,CD2AP,ENSG00000198087
CD46,P15529,CD46,ENSG00000117335
KIR2DS5,Q14953,KIR2DS5,ENSG00000274739
SERPINB8,P50452,SERPINB8,ENSG00000166401
KIR2DL1,P43626,KIR2DL1,ENSG00000273794
MYOM1,P52179,MYOM1,ENSG00000101605
HLA-A,P30512,HLA-A,ENSG00000231834
GBP1,P32455,GBP1,ENSG00000117228
MAD2L2,Q9UI95,MAD2L2,ENSG00000116670
RALA,P11233,RALA,ENSG00000006451
EFNA4,P52798,EFNA4,ENSG00000243364
RB1,P06400,RB1,ENSG00000139687
IFNLR1,Q8IU57,IFNLR1,ENSG00000185436
LRRC4C,Q9HCJ2,LRRC4C,ENSG00000148948
CD96,P40200,CD96,ENSG00000153283
BEX3,Q00994,BEX3,ENSG00000166681
PCSK9,Q8NBP7,PCSK9,ENSG00000169174
IQGAP1,P46940,IQGAP1,ENSG00000140575
GJC1,P36383,GJC1,ENSG00000182963
SERPING1,P05155,SERPING1,ENSG00000149131
KAT2A,Q92830,KAT2A,ENSG00000108773
LTBP1,Q14766,LTBP1,ENSG00000049323
PRCP,P42785,PRCP,ENSG00000137509
HLA-F,P30511,HLA-F,ENSG00000206509
MAP4K4,O95819,MAP4K4,ENSG00000071054
TPCN1,Q9ULQ1,TPCN1,ENSG00000186815
ANPEP,P15144,ANPEP,ENSG00000166825
SVIL,O95425,SVIL,ENSG00000197321
MICB,Q29980,MICB,ENSG00000224378
CSF2RA,P15509,CSF2RA,ENSG00000198223
CES1,P23141,CES1,ENSG00000262243
BDNF,P23560,BDNF,ENSG00000176697
CLDN24,A6NM45,CLDN24,ENSG00000185758
ANXA5,P08758,ANXA5,ENSG00000164111
ENPP2,Q13822,ENPP2,ENSG00000136960
PSMA2,P25787,PSMA2,ENSG00000106588
ROCK1,Q13464,ROCK1,ENSG00000067900
XRCC5,P13010,XRCC5,ENSG00000079246
LTB,Q06643,LTB,ENSG00000206437
TMEM219,Q86XT9,TMEM219,ENSG00000149932
CYP2A6,P11509,CYP2A6,ENSG00000255974
APP,P05067,APP,ENSG00000142192
CALM2,P0DP24,CALM2,ENSG00000143933
HLA-A,P10314,HLA-A,ENSG00000223980
EPHB4,P54760,EPHB4,ENSG00000196411
WNT1,P04628,WNT1,ENSG00000125084
IFNA21,P01568,IFNA21,ENSG00000137080
FGF4,P08620,FGF4,ENSG00000075388
CES2,O00748,CES2,ENSG00000172831
PRDX1,Q06830,PRDX1,ENSG00000117450
MAD1L1,Q9Y6D9,MAD1L1,ENSG00000002822
HLA-G,P17693,HLA-G,ENSG00000230413
CTNNA1,P35221,CTNNA1,ENSG00000044115
HLA-B,P30484,HLA-B,ENSG00000232126
HLA-B,Q04826,HLA-B,ENSG00000206450
SIGLEC10,Q96LC7,SIGLEC10,ENSG00000142512
NFKB1,P19838,NFKB1,ENSG00000109320
PGM1,P36871,PGM1,ENSG00000079739
HLA-G,P17693,HLA-G,ENSG00000233095
ALOX5AP,P20292,ALOX5AP,ENSG00000132965
CBLL1,Q75N03,CBLL1,ENSG00000105879
GABBR1,Q9UBS5,GABBR1,ENSG00000204681
GATA1,P15976,GATA1,ENSG00000102145
PSPN,O60542,PSPN,ENSG00000125650
RHOA,P61586,RHOA,ENSG00000067560
NRP2,O60462,NRP2,ENSG00000118257
MALT1,Q9UDY8,MALT1,ENSG00000172175
BDKRB2,P30411,BDKRB2,ENSG00000168398
MFAP2,P55001,MFAP2,ENSG00000117122
FN1,P02751,FN1,ENSG00000115414
ALK,Q9UM73,ALK,ENSG00000171094
HLA-DRB1,Q95IE3,HLA-DRB1,ENSG00000206240
NCR1,O76036,NCR1,ENSG00000273535
FAT1,Q14517,FAT1,ENSG00000083857
HBA2,P69905,HBA2,ENSG00000188536
AKT1,P31749,AKT1,ENSG00000142208
KIR2DS2,P43631,KIR2DS2,ENSG00000284511
PARVA,Q9NVD7,PARVA,ENSG00000197702
HEPACAM,Q14CZ8,HEPACAM,ENSG00000165478
HSPA1B,P0DMV9,HSPA1B,ENSG00000231555
SIRPA,P78324,SIRPA,ENSG00000198053
IRAK1,P51617,IRAK1,ENSG00000184216
TF,P02787,TF,ENSG00000091513
PMCH,P20382,PMCH,ENSG00000183395
C4A,P0C0L4,C4A,ENSG00000244731
ARPC2,O15144,ARPC2,ENSG00000163466
ASAP3,Q8TDY4,ASAP3,ENSG00000088280
IL9R,Q01113,IL9R,ENSG00000124334
MUSK,O15146,MUSK,ENSG00000030304
HLA-G,P17693,HLA-G,ENSG00000235346
WNT8B,Q93098,WNT8B,ENSG00000075290
NPPA,P01160,NPPA,ENSG00000175206
PTPRA,P18433,PTPRA,ENSG00000132670
ARHGAP6,O43182,ARHGAP6,ENSG00000047648
CTGF,P29279,CTGF,ENSG00000118523
MUC20,Q8N307,MUC20,ENSG00000176945
CD28,P10747,CD28,ENSG00000178562
HLA-DQB2,P05538,HLA-DQB2,ENSG00000224305
VEZT,Q9HBM0,VEZT,ENSG00000028203
AGER,Q15109,AGER,ENSG00000206320
HSP90B1,P14625,HSP90B1,ENSG00000166598
LAMA4,Q16363,LAMA4,ENSG00000112769
KIR2DL4,Q99706,KIR2DL4,ENSG00000276044
TRPC4,Q9UBN4,TRPC4,ENSG00000133107
KIR3DS1,Q14943,KIR3DS1,ENSG00000276498
IL4R,P24394,IL4R,ENSG00000077238
FGF13,Q92913,FGF13,ENSG00000129682
GABBR1,Q9UBS5,GABBR1,ENSG00000206511
ICAM3,P32942,ICAM3,ENSG00000076662
LTB,Q06643,LTB,ENSG00000204487
KLK5,Q9Y337,KLK5,ENSG00000167754
EPHA1,P21709,EPHA1,ENSG00000284816
EDN2,P20800,EDN2,ENSG00000127129
CTSB,P07858,CTSB,ENSG00000164733
HSPA1A,P0DMV8,HSPA1A,ENSG00000204389
AGTR2,P50052,AGTR2,ENSG00000180772
IGFBP2,P18065,IGFBP2,ENSG00000115457
CCL18,P55774,CCL18,ENSG00000278167
F2,P00734,F2,ENSG00000180210
PRDX6,P30041,PRDX6,ENSG00000117592
GABRA2,P47869,GABRA2,ENSG00000151834
PGF,P49763,PGF,ENSG00000119630
LTB4R,Q15722,LTB4R,ENSG00000213903
STAT3,P40763,STAT3,ENSG00000168610
IL20,Q9NYY1,IL20,ENSG00000162891
WNT9A,O14904,WNT9A,ENSG00000143816
KLRD1,Q13241,KLRD1,ENSG00000134539
ZG16B,Q96DA0,ZG16B,ENSG00000283056
ARHGAP17,Q68EM7,ARHGAP17,ENSG00000140750
FGF6,P10767,FGF6,ENSG00000111241
LRP2,P98164,LRP2,ENSG00000081479
TAOK2,Q9UL54,TAOK2,ENSG00000149930
CSNK2B,P67870,CSNK2B,ENSG00000232960
CD8A,P01732,CD8A,ENSG00000153563
UBASH3B,Q8TF42,UBASH3B,ENSG00000154127
VIP,P01282,VIP,ENSG00000146469
ADRA1A,P35348,ADRA1A,ENSG00000120907
IL15RA,Q13261,IL15RA,ENSG00000134470
COL11A2,P13942,COL11A2,ENSG00000227801
PDPK1,O15530,PDPK1,ENSG00000140992
KCNK5,O95279,KCNK5,ENSG00000164626
GUCA1A,P43080,GUCA1A,ENSG00000048545
BGLAP,P02818,BGLAP,ENSG00000242252
BOC,Q9BWV1,BOC,ENSG00000144857
CYSLTR2,Q9NS75,CYSLTR2,ENSG00000152207
GFRA1,P56159,GFRA1,ENSG00000151892
FERMT1,Q9BQL6,FERMT1,ENSG00000101311
PKD1L3,Q7Z443,PKD1L3,ENSG00000277481
AGER,Q15109,AGER,ENSG00000230514
NRXN1,Q9ULB1,NRXN1,ENSG00000179915
CCL3,P10147,CCL3,ENSG00000277632
SERPINA6,P08185,SERPINA6,ENSG00000277405
GLI3,P10071,GLI3,ENSG00000106571
KLF4,O43474,KLF4,ENSG00000136826
ZFP91,Q96JP5,ZFP91,ENSG00000186660
NPVF,Q9HCQ7,NPVF,ENSG00000105954
